depth,family,mask,model_seed,nuisance_distance,nuisance_type,predictive_span,realization,target_margin,target_probability,top1_correct
6,1:1,none,11,4,N2,2,1,12.973350524902344,0.9999942779541016,1
6,1:1,none,11,4,N2,2,2,7.210078716278076,0.9988572597503662,1
6,1:1,none,11,4,N2,2,3,12.499198913574219,0.9999932050704956,1
6,1:2,none,11,4,N2,2,0,13.562759399414062,0.9999984502792358,1
6,1:2,none,11,4,N2,2,1,13.57341480255127,0.9999970197677612,1
6,1:2,none,11,4,N2,2,2,14.202127456665039,0.9999985694885254,1
6,1:2,none,11,4,N2,2,3,14.188848495483398,0.9999984502792358,1
6,1:3,none,11,4,N2,2,0,13.140474319458008,0.9999966621398926,1
6,1:3,none,11,4,N2,2,1,11.649984359741211,0.9999897480010986,1
6,1:3,none,11,4,N2,2,2,13.061578750610352,0.9999963045120239,1
6,1:3,none,11,4,N2,2,3,13.256067276000977,0.9999970197677612,1
6,2:0,none,11,4,N2,2,0,13.187252044677734,0.9999958276748657,1
6,2:0,none,11,4,N2,2,1,13.52835464477539,0.9999969005584717,1
6,2:0,none,11,4,N2,2,2,13.52835464477539,0.9999969005584717,1
6,2:0,none,11,4,N2,2,3,11.721551895141602,0.9999816417694092,1
6,2:1,none,11,4,N2,2,0,11.54963493347168,0.9999804496765137,1
6,2:1,none,11,4,N2,2,1,12.680855751037598,0.9999922513961792,1
6,2:1,none,11,4,N2,2,2,11.54963493347168,0.9999804496765137,1
6,2:1,none,11,4,N2,2,3,12.64776611328125,0.9999922513961792,1
6,2:2,none,11,4,N2,2,0,10.325162887573242,0.9999514818191528,1
6,2:2,none,11,4,N2,2,1,14.51028823852539,0.9999980926513672,1
6,2:2,none,11,4,N2,2,2,14.51028823852539,0.9999980926513672,1
6,2:2,none,11,4,N2,2,3,14.227705001831055,0.9999977350234985,1
6,2:3,none,11,4,N2,2,0,10.862783432006836,0.9999804496765137,1
6,2:3,none,11,4,N2,2,1,10.862783432006836,0.9999804496765137,1
6,2:3,none,11,4,N2,2,2,12.394644737243652,0.9999938011169434,1
6,2:3,none,11,4,N2,2,3,12.232282638549805,0.999994158744812,1
6,3:0,none,11,4,N2,2,0,12.806868553161621,0.9999961853027344,1
6,3:0,none,11,4,N2,2,1,12.956807136535645,0.9999966621398926,1
6,3:0,none,11,4,N2,2,2,12.956807136535645,0.9999966621398926,1
6,3:0,none,11,4,N2,2,3,12.800361633300781,0.9999959468841553,1
6,3:1,none,11,4,N2,2,0,12.172307968139648,0.9999866485595703,1
6,3:1,none,11,4,N2,2,1,13.064374923706055,0.9999933242797852,1
6,3:1,none,11,4,N2,2,2,13.175134658813477,0.999994158744812,1
6,3:1,none,11,4,N2,2,3,12.172307968139648,0.9999866485595703,1
6,3:2,none,11,4,N2,2,0,13.70736026763916,0.9999980926513672,1
6,3:2,none,11,4,N2,2,1,15.381423950195312,0.9999995231628418,1
6,3:2,none,11,4,N2,2,2,14.066768646240234,0.9999983310699463,1
6,3:2,none,11,4,N2,2,3,14.23581314086914,0.9999988079071045,1
6,3:3,none,11,4,N2,2,0,13.90903091430664,0.9999973773956299,1
6,3:3,none,11,4,N2,2,1,14.29876708984375,0.9999978542327881,1
6,3:3,none,11,4,N2,2,2,14.2987642288208,0.9999978542327881,1
6,3:3,none,11,4,N2,2,3,13.909029960632324,0.9999973773956299,1
6,0:0,none,11,4,N3,2,0,12.237353324890137,0.9999780654907227,1
6,0:0,none,11,4,N3,2,1,12.744882583618164,0.9999889135360718,1
6,0:0,none,11,4,N3,2,2,12.744882583618164,0.9999889135360718,1
6,0:0,none,11,4,N3,2,3,12.593950271606445,0.9999876022338867,1
6,0:1,none,11,4,N3,2,0,13.421544075012207,0.9999982118606567,1
6,0:1,none,11,4,N3,2,1,13.403787612915039,0.9999982118606567,1
6,0:1,none,11,4,N3,2,2,13.18385124206543,0.9999978542327881,1
6,0:1,none,11,4,N3,2,3,13.259766578674316,0.9999979734420776,1
6,0:2,none,11,4,N3,2,0,11.365828514099121,0.9999849796295166,1
6,0:2,none,11,4,N3,2,1,11.810565948486328,0.9999890327453613,1
6,0:2,none,11,4,N3,2,2,11.807647705078125,0.9999891519546509,1
6,0:2,none,11,4,N3,2,3,11.767187118530273,0.9999889135360718,1
6,0:3,none,11,4,N3,2,0,14.887262344360352,0.9999991655349731,1
6,0:3,none,11,4,N3,2,1,14.576971054077148,0.9999990463256836,1
6,0:3,none,11,4,N3,2,2,14.566555976867676,0.999998927116394,1
6,0:3,none,11,4,N3,2,3,14.666433334350586,0.999998927116394,1
6,1:0,none,11,4,N3,2,0,12.700094223022461,0.9999924898147583,1
6,1:0,none,11,4,N3,2,1,11.887147903442383,0.9999909400939941,1
6,1:0,none,11,4,N3,2,2,12.141435623168945,0.9999926090240479,1
6,1:0,none,11,4,N3,2,3,12.510822296142578,0.9999940395355225,1
6,1:1,none,11,4,N3,2,0,13.123126983642578,0.9999948740005493,1
6,1:1,none,11,4,N3,2,1,12.904608726501465,0.9999942779541016,1
6,1:1,none,11,4,N3,2,2,7.243634223937988,0.9988580942153931,1
6,1:1,none,11,4,N3,2,3,12.4605712890625,0.999993085861206,1
6,1:2,none,11,4,N3,2,0,13.600940704345703,0.9999984502792358,1
6,1:2,none,11,4,N3,2,1,13.61666488647461,0.9999970197677612,1
6,1:2,none,11,4,N3,2,2,14.240671157836914,0.9999985694885254,1
6,1:2,none,11,4,N3,2,3,14.214637756347656,0.9999985694885254,1
6,1:3,none,11,4,N3,2,0,13.233478546142578,0.9999967813491821,1
6,1:3,none,11,4,N3,2,1,11.605173110961914,0.99998939037323,1
6,1:3,none,11,4,N3,2,2,13.252769470214844,0.9999967813491821,1
6,1:3,none,11,4,N3,2,3,13.277856826782227,0.9999970197677612,1
6,2:0,none,11,4,N3,2,0,13.232378005981445,0.9999958276748657,1
6,2:0,none,11,4,N3,2,1,13.585456848144531,0.9999969005584717,1
6,2:0,none,11,4,N3,2,2,13.585456848144531,0.9999969005584717,1
6,2:0,none,11,4,N3,2,3,11.431894302368164,0.9999752044677734,1
6,2:1,none,11,4,N3,2,0,11.524436950683594,0.9999796152114868,1
6,2:1,none,11,4,N3,2,1,11.524436950683594,0.9999796152114868,1
6,2:1,none,11,4,N3,2,2,11.524436950683594,0.9999796152114868,1
6,2:1,none,11,4,N3,2,3,12.645404815673828,0.9999918937683105,1
6,2:2,none,11,4,N3,2,0,10.774052619934082,0.9999661445617676,1
6,2:2,none,11,4,N3,2,1,14.516162872314453,0.9999980926513672,1
6,2:2,none,11,4,N3,2,2,14.523652076721191,0.9999980926513672,1
6,2:2,none,11,4,N3,2,3,14.250344276428223,0.9999978542327881,1
6,2:3,none,11,4,N3,2,0,12.607573509216309,0.9999945163726807,1
6,2:3,none,11,4,N3,2,1,10.881596565246582,0.9999808073043823,1
6,2:3,none,11,4,N3,2,2,12.733039855957031,0.9999938011169434,1
6,2:3,none,11,4,N3,2,3,12.287506103515625,0.9999943971633911,1
6,3:0,none,11,4,N3,2,0,12.838912963867188,0.9999963045120239,1
6,3:0,none,11,4,N3,2,1,12.300395965576172,0.9999929666519165,1
6,3:0,none,11,4,N3,2,2,12.949575424194336,0.999996542930603,1
6,3:0,none,11,4,N3,2,3,12.8404541015625,0.9999961853027344,1
6,3:1,none,11,4,N3,2,0,12.211906433105469,0.9999858140945435,1
6,3:1,none,11,4,N3,2,1,13.073023796081543,0.9999935626983643,1
6,3:1,none,11,4,N3,2,2,12.959325790405273,0.999994158744812,1
6,3:1,none,11,4,N3,2,3,12.36192512512207,0.9999876022338867,1
6,3:2,none,11,4,N3,2,0,13.99227523803711,0.9999983310699463,1
6,3:2,none,11,4,N3,2,1,16.378305435180664,0.9999996423721313,1
6,3:2,none,11,4,N3,2,2,15.065134048461914,0.9999990463256836,1
6,3:2,none,11,4,N3,2,3,13.076016426086426,0.9999970197677612,1
6,3:3,none,11,4,N3,2,0,11.738327980041504,0.9999879598617554,1
6,3:3,none,11,4,N3,2,1,14.455419540405273,0.9999979734420776,1
6,3:3,none,11,4,N3,2,2,14.455419540405273,0.9999979734420776,1
6,3:3,none,11,4,N3,2,3,13.76771354675293,0.9999972581863403,1
6,0:0,none,11,8,N1,2,0,11.800369262695312,0.9999779462814331,1
6,0:0,none,11,8,N1,2,1,11.756298065185547,0.9999796152114868,1
6,0:0,none,11,8,N1,2,2,11.800369262695312,0.9999779462814331,1
6,0:0,none,11,8,N1,2,3,11.892230987548828,0.9999814033508301,1
6,0:1,none,11,8,N1,2,0,12.649245262145996,0.999996542930603,1
6,0:1,none,11,8,N1,2,1,13.346235275268555,0.9999980926513672,1
6,0:1,none,11,8,N1,2,2,14.000099182128906,0.999998927116394,1
6,0:1,none,11,8,N1,2,3,13.813497543334961,0.9999985694885254,1
6,0:2,none,11,8,N1,2,0,11.700658798217773,0.999985933303833,1
6,0:2,none,11,8,N1,2,1,12.353453636169434,0.9999916553497314,1
6,0:2,none,11,8,N1,2,2,11.854446411132812,0.9999876022338867,1
6,0:2,none,11,8,N1,2,3,12.845815658569336,0.9999911785125732,1
6,0:3,none,11,8,N1,2,0,14.168549537658691,0.9999983310699463,1
6,0:3,none,11,8,N1,2,1,14.335092544555664,0.9999985694885254,1
6,0:3,none,11,8,N1,2,2,14.946821212768555,0.9999988079071045,1
6,0:3,none,11,8,N1,2,3,15.703685760498047,0.9999991655349731,1
6,1:0,none,11,8,N1,2,0,12.44679069519043,0.999992847442627,1
6,1:0,none,11,8,N1,2,1,12.396105766296387,0.9999899864196777,1
6,1:0,none,11,8,N1,2,2,12.156883239746094,0.9999905824661255,1
6,1:0,none,11,8,N1,2,3,10.983528137207031,0.99997878074646,1
6,1:1,none,11,8,N1,2,0,11.790566444396973,0.9999831914901733,1
6,1:1,none,11,8,N1,2,1,13.07827377319336,0.9999948740005493,1
6,1:1,none,11,8,N1,2,2,13.07827377319336,0.9999948740005493,1
6,1:1,none,11,8,N1,2,3,11.836265563964844,0.9999841451644897,1
6,1:2,none,11,8,N1,2,0,14.229537963867188,0.9999985694885254,1
6,1:2,none,11,8,N1,2,1,14.502662658691406,0.999998927116394,1
6,1:2,none,11,8,N1,2,2,14.229537963867188,0.9999985694885254,1
6,1:2,none,11,8,N1,2,3,14.287429809570312,0.9999985694885254,1
6,1:3,none,11,8,N1,2,0,12.564303398132324,0.9999951124191284,1
6,1:3,none,11,8,N1,2,1,13.088125228881836,0.999996542930603,1
6,1:3,none,11,8,N1,2,2,12.526266098022461,0.9999948740005493,1
6,1:3,none,11,8,N1,2,3,13.119861602783203,0.9999969005584717,1
6,2:0,none,11,8,N1,2,0,12.136189460754395,0.9999874830245972,1
6,2:0,none,11,8,N1,2,1,12.568572998046875,0.9999923706054688,1
6,2:0,none,11,8,N1,2,2,12.900609970092773,0.9999943971633911,1
6,2:0,none,11,8,N1,2,3,12.340124130249023,0.9999905824661255,1
6,2:1,none,11,8,N1,2,0,12.112156867980957,0.9999864101409912,1
6,2:1,none,11,8,N1,2,1,12.201297760009766,0.9999910593032837,1
6,2:1,none,11,8,N1,2,2,13.023260116577148,0.9999938011169434,1
6,2:1,none,11,8,N1,2,3,13.159607887268066,0.9999943971633911,1
6,2:2,none,11,8,N1,2,0,14.200745582580566,0.9999977350234985,1
6,2:2,none,11,8,N1,2,1,11.962129592895508,0.9999769926071167,1
6,2:2,none,11,8,N1,2,2,11.081104278564453,0.9999626874923706,1
6,2:2,none,11,8,N1,2,3,14.630138397216797,0.9999983310699463,1
6,2:3,none,11,8,N1,2,0,12.137027740478516,0.9999885559082031,1
6,2:3,none,11,8,N1,2,1,13.09249210357666,0.9999960660934448,1
6,2:3,none,11,8,N1,2,2,12.458047866821289,0.9999926090240479,1
6,2:3,none,11,8,N1,2,3,12.618828773498535,0.9999940395355225,1
6,3:0,none,11,8,N1,2,0,12.98092269897461,0.9999966621398926,1
6,3:0,none,11,8,N1,2,1,12.381759643554688,0.9999938011169434,1
6,3:0,none,11,8,N1,2,2,12.486970901489258,0.9999946355819702,1
6,3:0,none,11,8,N1,2,3,13.167140007019043,0.9999972581863403,1
6,3:1,none,11,8,N1,2,0,12.464576721191406,0.9999904632568359,1
6,3:1,none,11,8,N1,2,1,12.305767059326172,0.9999891519546509,1
6,3:1,none,11,8,N1,2,2,12.36015796661377,0.9999879598617554,1
6,3:1,none,11,8,N1,2,3,12.735427856445312,0.999991774559021,1
6,3:2,none,11,8,N1,2,0,15.042685508728027,0.9999992847442627,1
6,3:2,none,11,8,N1,2,1,14.174619674682617,0.9999984502792358,1
6,3:2,none,11,8,N1,2,2,13.809988021850586,0.9999983310699463,1
6,3:2,none,11,8,N1,2,3,13.820369720458984,0.9999980926513672,1
6,3:3,none,11,8,N1,2,0,7.496949195861816,0.9994211196899414,1
6,3:3,none,11,8,N1,2,1,13.572144508361816,0.9999970197677612,1
6,3:3,none,11,8,N1,2,2,10.455560684204102,0.9999635219573975,1
6,3:3,none,11,8,N1,2,3,11.948958396911621,0.9999905824661255,1
6,0:0,none,11,8,N2,2,0,11.686396598815918,0.9999775886535645,1
6,0:0,none,11,8,N2,2,1,11.690068244934082,0.9999783039093018,1
6,0:0,none,11,8,N2,2,2,11.686396598815918,0.9999775886535645,1
6,0:0,none,11,8,N2,2,3,11.383808135986328,0.9999704360961914,1
6,0:1,none,11,8,N2,2,0,13.497854232788086,0.9999983310699463,1
6,0:1,none,11,8,N2,2,1,13.497854232788086,0.9999983310699463,1
6,0:1,none,11,8,N2,2,2,13.636659622192383,0.9999983310699463,1
6,0:1,none,11,8,N2,2,3,13.636659622192383,0.9999983310699463,1
6,0:2,none,11,8,N2,2,0,10.128950119018555,0.999915361404419,1
6,0:2,none,11,8,N2,2,1,11.732497215270996,0.9999866485595703,1
6,0:2,none,11,8,N2,2,2,10.128950119018555,0.999915361404419,1
6,0:2,none,11,8,N2,2,3,11.355039596557617,0.9999852180480957,1
6,0:3,none,11,8,N2,2,0,14.4697265625,0.9999986886978149,1
6,0:3,none,11,8,N2,2,1,14.4697265625,0.9999986886978149,1
6,0:3,none,11,8,N2,2,2,15.404848098754883,0.9999990463256836,1
6,0:3,none,11,8,N2,2,3,15.404848098754883,0.9999990463256836,1
6,1:0,none,11,8,N2,2,0,13.119012832641602,0.9999945163726807,1
6,1:0,none,11,8,N2,2,1,12.404492378234863,0.9999924898147583,1
6,1:0,none,11,8,N2,2,2,13.119012832641602,0.9999945163726807,1
6,1:0,none,11,8,N2,2,3,12.464729309082031,0.9999933242797852,1
6,1:1,none,11,8,N2,2,0,12.721874237060547,0.9999929666519165,1
6,1:1,none,11,8,N2,2,1,12.721874237060547,0.9999929666519165,1
6,1:1,none,11,8,N2,2,2,12.721874237060547,0.9999929666519165,1
6,1:1,none,11,8,N2,2,3,12.721874237060547,0.9999929666519165,1
6,1:2,none,11,8,N2,2,0,13.86954116821289,0.9999977350234985,1
6,1:2,none,11,8,N2,2,1,14.223711013793945,0.9999986886978149,1
6,1:2,none,11,8,N2,2,2,13.86954116821289,0.9999977350234985,1
6,1:2,none,11,8,N2,2,3,14.428631782531738,0.9999988079071045,1
6,1:3,none,11,8,N2,2,0,13.179247856140137,0.9999967813491821,1
6,1:3,none,11,8,N2,2,1,12.866239547729492,0.9999959468841553,1
6,1:3,none,11,8,N2,2,2,13.179250717163086,0.9999967813491821,1
6,1:3,none,11,8,N2,2,3,12.86624526977539,0.9999959468841553,1
6,2:0,none,11,8,N2,2,0,13.025975227355957,0.9999942779541016,1
6,2:0,none,11,8,N2,2,1,12.876798629760742,0.9999940395355225,1
6,2:0,none,11,8,N2,2,2,12.67392349243164,0.9999932050704956,1
6,2:0,none,11,8,N2,2,3,13.025975227355957,0.9999942779541016,1
6,2:1,none,11,8,N2,2,0,12.59781265258789,0.9999912977218628,1
6,2:1,none,11,8,N2,2,1,12.122082710266113,0.9999908208847046,1
6,2:1,none,11,8,N2,2,2,12.59781265258789,0.9999912977218628,1
6,2:1,none,11,8,N2,2,3,12.59781265258789,0.9999912977218628,1
6,2:2,none,11,8,N2,2,0,14.347650527954102,0.9999977350234985,1
6,2:2,none,11,8,N2,2,1,14.347650527954102,0.9999977350234985,1
6,2:2,none,11,8,N2,2,2,14.258453369140625,0.9999977350234985,1
6,2:2,none,11,8,N2,2,3,14.347650527954102,0.9999977350234985,1
6,2:3,none,11,8,N2,2,0,12.76083755493164,0.9999949932098389,1
6,2:3,none,11,8,N2,2,1,12.168041229248047,0.9999899864196777,1
6,2:3,none,11,8,N2,2,2,13.852802276611328,0.9999983310699463,1
6,2:3,none,11,8,N2,2,3,13.062173843383789,0.9999957084655762,1
6,3:0,none,11,8,N2,2,0,12.879395484924316,0.9999964237213135,1
6,3:0,none,11,8,N2,2,1,12.556964874267578,0.999994158744812,1
6,3:0,none,11,8,N2,2,2,12.556964874267578,0.999994158744812,1
6,3:0,none,11,8,N2,2,3,12.89253044128418,0.9999963045120239,1
6,3:1,none,11,8,N2,2,0,13.08874225616455,0.9999938011169434,1
6,3:1,none,11,8,N2,2,1,13.011587142944336,0.9999929666519165,1
6,3:1,none,11,8,N2,2,2,12.899195671081543,0.999993085861206,1
6,3:1,none,11,8,N2,2,3,13.08874225616455,0.9999938011169434,1
6,3:2,none,11,8,N2,2,0,13.735124588012695,0.9999980926513672,1
6,3:2,none,11,8,N2,2,1,14.843597412109375,0.9999988079071045,1
6,3:2,none,11,8,N2,2,2,13.735124588012695,0.9999980926513672,1
6,3:2,none,11,8,N2,2,3,14.843597412109375,0.9999988079071045,1
6,3:3,none,11,8,N2,2,0,14.461128234863281,0.9999978542327881,1
6,3:3,none,11,8,N2,2,1,14.457793235778809,0.9999982118606567,1
6,3:3,none,11,8,N2,2,2,13.448141098022461,0.999996542930603,1
6,3:3,none,11,8,N2,2,3,13.448141098022461,0.999996542930603,1
6,0:0,none,11,8,N3,2,0,11.775503158569336,0.9999791383743286,1
6,0:0,none,11,8,N3,2,1,11.619965553283691,0.9999774694442749,1
6,0:0,none,11,8,N3,2,2,11.775503158569336,0.9999791383743286,1
6,0:0,none,11,8,N3,2,3,11.516853332519531,0.999974250793457,1
6,0:1,none,11,8,N3,2,0,13.23090934753418,0.9999979734420776,1
6,0:1,none,11,8,N3,2,1,13.335493087768555,0.9999980926513672,1
6,0:1,none,11,8,N3,2,2,13.705171585083008,0.9999984502792358,1
6,0:1,none,11,8,N3,2,3,13.335493087768555,0.9999980926513672,1
6,0:2,none,11,8,N3,2,0,10.03623104095459,0.9999167919158936,1
6,0:2,none,11,8,N3,2,1,11.473737716674805,0.9999841451644897,1
6,0:2,none,11,8,N3,2,2,9.957764625549316,0.9999133348464966,1
6,0:2,none,11,8,N3,2,3,11.553007125854492,0.999987006187439,1
6,0:3,none,11,8,N3,2,0,14.454160690307617,0.9999986886978149,1
6,0:3,none,11,8,N3,2,1,13.519723892211914,0.9999963045120239,1
6,0:3,none,11,8,N3,2,2,15.366365432739258,0.9999990463256836,1
6,0:3,none,11,8,N3,2,3,14.707624435424805,0.9999984502792358,1
6,1:0,none,11,8,N3,2,0,13.055879592895508,0.9999942779541016,1
6,1:0,none,11,8,N3,2,1,12.663254737854004,0.9999929666519165,1
6,1:0,none,11,8,N3,2,2,11.418994903564453,0.999984622001648,1
6,1:0,none,11,8,N3,2,3,12.44679069519043,0.999992847442627,1
6,1:1,none,11,8,N3,2,0,12.864851951599121,0.9999932050704956,1
6,1:1,none,11,8,N3,2,1,12.784191131591797,0.9999926090240479,1
6,1:1,none,11,8,N3,2,2,12.784191131591797,0.9999926090240479,1
6,1:1,none,11,8,N3,2,3,12.746831893920898,0.9999921321868896,1
6,1:2,none,11,8,N3,2,0,13.885847091674805,0.9999979734420776,1
6,1:2,none,11,8,N3,2,1,10.222684860229492,0.9999563694000244,1
6,1:2,none,11,8,N3,2,2,13.885847091674805,0.9999979734420776,1
6,1:2,none,11,8,N3,2,3,14.477112770080566,0.999998927116394,1
6,1:3,none,11,8,N3,2,0,13.088125228881836,0.999996542930603,1
6,1:3,none,11,8,N3,2,1,13.088125228881836,0.999996542930603,1
6,1:3,none,11,8,N3,2,2,11.240466117858887,0.9999830722808838,1
6,1:3,none,11,8,N3,2,3,12.734586715698242,0.9999955892562866,1
6,2:0,none,11,8,N3,2,0,12.86014175415039,0.999992847442627,1
6,2:0,none,11,8,N3,2,1,12.755807876586914,0.9999934434890747,1
6,2:0,none,11,8,N3,2,2,12.201419830322266,0.9999876022338867,1
6,2:0,none,11,8,N3,2,3,11.622930526733398,0.9999836683273315,1
6,2:1,none,11,8,N3,2,0,12.915899276733398,0.9999926090240479,1
6,2:1,none,11,8,N3,2,1,12.369949340820312,0.9999922513961792,1
6,2:1,none,11,8,N3,2,2,12.915899276733398,0.9999926090240479,1
6,2:1,none,11,8,N3,2,3,12.671955108642578,0.9999920129776001,1
6,2:2,none,11,8,N3,2,0,14.34733772277832,0.9999978542327881,1
6,2:2,none,11,8,N3,2,1,14.34733772277832,0.9999978542327881,1
6,2:2,none,11,8,N3,2,2,14.337419509887695,0.9999979734420776,1
6,2:2,none,11,8,N3,2,3,14.273759841918945,0.9999977350234985,1
6,2:3,none,11,8,N3,2,0,12.934303283691406,0.9999953508377075,1
6,2:3,none,11,8,N3,2,1,3.3673744201660156,0.9664999842643738,1
